ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
AR-111-2011,NHS RESURFACING AND MAINTENANCE LUMP SUM - FY 2011,Regional,2020,GDOT,N/A,N/A,N/A,0006196,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2011,National Highway System,"$13,680,000","$3,420,000","$0,000","$0,000","$17,100,000","$13,680,000","$3,420,000","$0,000","$0,000","$17,100,000"
AR-111-2012,NHS RESURFACING AND MAINTENANCE LUMP SUM - FY 2012,Regional,2020,GDOT,N/A,N/A,N/A,0006190,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2012,National Highway System,"$13,680,000","$3,420,000","$0,000","$0,000","$17,100,000","$13,680,000","$3,420,000","$0,000","$0,000","$17,100,000"
AR-111-2013,NHS RESURFACING AND MAINTENANCE LUMP SUM - FY 2013,Regional,2020,GDOT,N/A,N/A,N/A,0006191,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2013,National Highway System,"$13,680,000","$3,420,000","$0,000","$0,000","$17,100,000","$13,680,000","$3,420,000","$0,000","$0,000","$17,100,000"
AR-111D,NHS RESURFACING AND MAINTENANCE LUMP SUM - FY 2008,Regional,2010,GDOT,N/A,N/A,N/A,0006193,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2008,National Highway System,"$1,710,000","$427,500","$0,000","$0,000","$2,137,500","$1,710,000","$427,500","$0,000","$0,000","$2,137,500"
AR-111E,NHS RESURFACING AND MAINTENANCE LUMP SUM - FY 2009,Regional,2010,GDOT,N/A,N/A,N/A,0006194,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2009,National Highway System,"$1,710,000","$427,500","$0,000","$0,000","$2,137,500","$1,710,000","$427,500","$0,000","$0,000","$2,137,500"
AR-111F,NHS RESURFACING AND MAINTENANCE LUMP SUM - FY 2010,Regional,2020,GDOT,N/A,N/A,N/A,0006195,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2010,National Highway System,"$13,680,000","$3,420,000","$0,000","$0,000","$17,100,000","$13,680,000","$3,420,000","$0,000","$0,000","$17,100,000"
AR-111G,I-75/85 (DOWNTOWN CONNECTOR) RESURFACING AND GUARDRAIL UPGRADE,Multi-County,2010,GDOT,N/A,N/A,5.4,M001533,FROM UNIVERSITY AVENUE TO BROOKWOOD SPLIT,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),PE,AUTH,2006,Interstate Maintenance,"$1,800,000","$200,000","$0,000","$0,000","$2,000,000","$31,460,400","$3,495,600","$0,000","$0,000","$34,956,000"
AR-111G,I-75/85 (DOWNTOWN CONNECTOR) RESURFACING AND GUARDRAIL UPGRADE,Multi-County,2010,GDOT,N/A,N/A,5.4,M001533,FROM UNIVERSITY AVENUE TO BROOKWOOD SPLIT,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2008,Interstate Maintenance,"$29,660,400","$3,295,600","$0,000","$0,000","$32,956,000","$31,460,400","$3,495,600","$0,000","$0,000","$34,956,000"
AR-113-2011,STP BRIDGE REPAINTING LUMP SUM - FY 2011,Regional,2020,GDOT,N/A,N/A,N/A,0006140,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2011,STP - Statewide Flexible (GDOT),"$1,710,000","$427,500","$0,000","$0,000","$2,137,500","$1,710,000","$427,500","$0,000","$0,000","$2,137,500"
AR-113-2012,STP BRIDGE REPAINTING LUMP SUM - FY 2012,Regional,2020,GDOT,N/A,N/A,N/A,0006134,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2012,STP - Statewide Flexible (GDOT),"$1,710,000","$427,500","$0,000","$0,000","$2,137,500","$1,710,000","$427,500","$0,000","$0,000","$2,137,500"
AR-113-2013,STP BRIDGE REPAINTING LUMP SUM - FY 2013,Regional,2020,GDOT,N/A,N/A,N/A,0006135,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2013,STP - Statewide Flexible (GDOT),"$1,710,000","$427,500","$0,000","$0,000","$2,137,500","$1,710,000","$427,500","$0,000","$0,000","$2,137,500"
AR-113D,STP BRIDGE REPAINTING LUMP SUM - FY 2008,Regional,2010,GDOT,N/A,N/A,N/A,0006137,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2008,STP - Statewide Flexible (GDOT),"$1,710,000","$427,500","$0,000","$0,000","$2,137,500","$1,710,000","$427,500","$0,000","$0,000","$2,137,500"
AR-113E,STP BRIDGE REPAINTING LUMP SUM - FY 2009,Regional,2010,GDOT,N/A,N/A,N/A,0006138,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2009,STP - Statewide Flexible (GDOT),"$1,710,000","$427,500","$0,000","$0,000","$2,137,500","$1,710,000","$427,500","$0,000","$0,000","$2,137,500"
AR-113F,Q24 STP - BRIDGE REPAINTING LUMP SUM - FY 2010,Regional,2010,GDOT,N/A,N/A,N/A,0006139,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2010,STP - Statewide Flexible (GDOT),"$1,710,000","$427,500","$0,000","$0,000","$2,137,500","$1,710,000","$427,500","$0,000","$0,000","$2,137,500"
AR-114-2011,IM BRIDGE REPAINTING LUMP SUM - FY 2011,Regional,2020,GDOT,N/A,N/A,N/A,0006175,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2011,Interstate Maintenance,"$3,847,500","$427,500","$0,000","$0,000","$4,275,000","$3,847,500","$427,500","$0,000","$0,000","$4,275,000"
AR-114-2012,IM BRIDGE REPAINTING LUMP SUM - FY 2012,Regional,2020,GDOT,N/A,N/A,N/A,0006169,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2012,Interstate Maintenance,"$3,847,500","$427,500","$0,000","$0,000","$4,275,000","$3,847,500","$427,500","$0,000","$0,000","$4,275,000"
AR-114-2013,IM BRIDGE REPAINTING LUMP SUM - FY 2013,Regional,2020,GDOT,N/A,N/A,N/A,0006170,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2013,Interstate Maintenance,"$3,847,500","$427,500","$0,000","$0,000","$4,275,000","$3,847,500","$427,500","$0,000","$0,000","$4,275,000"
AR-114D,IM BRIDGE REPAINTING LUMP SUM - FY 2008,Regional,2010,GDOT,N/A,N/A,N/A,0006172,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2008,Interstate Maintenance,"$1,923,750","$213,750","$0,000","$0,000","$2,137,500","$1,923,750","$213,750","$0,000","$0,000","$2,137,500"
AR-114E,IM BRIDGE REPAINTING LUMP SUM - FY 2009,Regional,2010,GDOT,N/A,N/A,N/A,0006173,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2009,Interstate Maintenance,"$1,923,750","$213,750","$0,000","$0,000","$2,137,500","$1,923,750","$213,750","$0,000","$0,000","$2,137,500"
AR-114F,IM BRIDGE REPAINTING LUMP SUM - FY 2010,Regional,2020,GDOT,N/A,N/A,N/A,0006174,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2010,Interstate Maintenance,"$3,847,500","$427,500","$0,000","$0,000","$4,275,000","$3,847,500","$427,500","$0,000","$0,000","$4,275,000"
AR-115-2011,STP PLANNING AND MANAGEMENT LUMP SUM - FY 2011,Regional,2020,GDOT,N/A,N/A,N/A,0006231,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2011,STP - Statewide Flexible (GDOT),"$342,000","$85,500","$0,000","$0,000","$427,500","$342,000","$85,500","$0,000","$0,000","$427,500"
AR-115-2012,STP PLANNING AND MANAGEMENT LUMP SUM - FY 2012,Regional,2020,GDOT,N/A,N/A,N/A,0006225,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2012,STP - Statewide Flexible (GDOT),"$1,026,000","$256,500","$0,000","$0,000","$1,282,500","$1,026,000","$256,500","$0,000","$0,000","$1,282,500"
AR-115-2013,STP PLANNING AND MANAGEMENT LUMP SUM - FY 2013,Regional,2020,GDOT,N/A,N/A,N/A,0006226,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2013,STP - Statewide Flexible (GDOT),"$1,026,000","$256,500","$0,000","$0,000","$1,282,500","$1,026,000","$256,500","$0,000","$0,000","$1,282,500"
AR-115D,STP PLANNING AND MANAGEMENT LUMP SUM - FY 2008,Regional,2010,GDOT,N/A,N/A,N/A,0006228,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),PE,AUTH,2008,STP - Statewide Flexible (GDOT),"$1,026,000","$256,500","$0,000","$0,000","$1,282,500","$1,026,000","$256,500","$0,000","$0,000","$1,282,500"
AR-115E,STP PLANNING AND MANAGEMENT LUMP SUM - FY 2009,Regional,2010,GDOT,N/A,N/A,N/A,0006229,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2009,STP - Statewide Flexible (GDOT),"$1,026,000","$256,500","$0,000","$0,000","$1,282,500","$1,026,000","$256,500","$0,000","$0,000","$1,282,500"
AR-115F,STP PLANNING AND MANAGEMENT LUMP SUM - FY 2010,Regional,2020,GDOT,N/A,N/A,N/A,0006230,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2010,STP - Statewide Flexible (GDOT),"$342,000","$85,500","$0,000","$0,000","$427,500","$342,000","$85,500","$0,000","$0,000","$427,500"
AR-116-2011,STP WETLAND MITIGATION SITE RESTORATION LUMP SUM - FY 2011,Regional,2020,GDOT,N/A,N/A,N/A,0006238,,Programmed,Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2011,STP - Statewide Flexible (GDOT),"$4,104,000","$1,026,000","$0,000","$0,000","$5,130,000","$4,104,000","$1,026,000","$0,000","$0,000","$5,130,000"
AR-116-2012,STP WETLAND MITIGATION SITE RESTORATION LUMP SUM - FY 2012,Regional,2020,GDOT,N/A,N/A,N/A,0006232,,Programmed,Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2012,STP - Statewide Flexible (GDOT),"$4,104,000","$1,026,000","$0,000","$0,000","$5,130,000","$4,104,000","$1,026,000","$0,000","$0,000","$5,130,000"
AR-116-2013,STP WETLAND MITIGATION SITE RESTORATION LUMP SUM - FY 2013,Regional,2020,GDOT,N/A,N/A,N/A,0006233,,Programmed,Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2013,STP - Statewide Flexible (GDOT),"$2,394,000","$598,500","$0,000","$0,000","$2,992,500","$2,394,000","$598,500","$0,000","$0,000","$2,992,500"
AR-116D,STP WETLAND MITIGATION SITE RESTORATION LUMP SUM - FY 2008,Regional,2010,GDOT,N/A,N/A,N/A,0006235,,Programmed,Other,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2008,STP - Statewide Flexible (GDOT),"$4,104,000","$1,026,000","$0,000","$0,000","$5,130,000","$4,104,000","$1,026,000","$0,000","$0,000","$5,130,000"
AR-116E,STP WETLAND MITIGATION SITE RESTORATION LUMP SUM - FY 2009,Regional,2010,GDOT,N/A,N/A,N/A,0006236,,Programmed,Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2009,STP - Statewide Flexible (GDOT),"$4,104,000","$1,026,000","$0,000","$0,000","$5,130,000","$4,104,000","$1,026,000","$0,000","$0,000","$5,130,000"
AR-116F,STP WETLAND MITIGATION SITE RESTORATION LUMP SUM - FY 2010,Regional,2020,GDOT,N/A,N/A,N/A,0006237,,Programmed,Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2010,STP - Statewide Flexible (GDOT),"$4,104,000","$1,026,000","$0,000","$0,000","$5,130,000","$4,104,000","$1,026,000","$0,000","$0,000","$5,130,000"
AR-117-2011,STP RAILROAD/HIGHWAY HAZARD ELIMINATION LUMP SUM - FY 2011,Regional,2020,GDOT,N/A,N/A,N/A,0006203,,Programmed,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2011,STP - Rail Hazard Elimination,"$1,539,000","$171,000","$0,000","$0,000","$1,710,000","$1,539,000","$171,000","$0,000","$0,000","$1,710,000"
AR-117-2012,STP RAILROAD/HIGHWAY HAZARD ELIMINATION LUMP SUM - FY 2012,Regional,2020,GDOT,N/A,N/A,N/A,0006197,,Programmed,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2012,STP - Rail Hazard Elimination,"$1,539,000","$171,000","$0,000","$0,000","$1,710,000","$1,539,000","$171,000","$0,000","$0,000","$1,710,000"
AR-117-2013,STP RAILROAD/HIGHWAY HAZARD ELIMINATION LUMP SUM - FY 2013,Regional,2020,GDOT,N/A,N/A,N/A,0006198,,Programmed,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2013,STP - Rail Hazard Elimination,"$1,539,000","$171,000","$0,000","$0,000","$1,710,000","$1,539,000","$171,000","$0,000","$0,000","$1,710,000"
AR-117D,STP RAILROAD/HIGHWAY HAZARD ELIMINATION LUMP SUM - FY 2008,Regional,2010,GDOT,N/A,N/A,N/A,0006200,,Programmed,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2008,STP - Rail Hazard Elimination,"$1,539,000","$171,000","$0,000","$0,000","$1,710,000","$1,539,000","$171,000","$0,000","$0,000","$1,710,000"
AR-117E,STP RAILROAD/HIGHWAY HAZARD ELIMINATION LUMP SUM - FY 2009,Regional,2010,GDOT,N/A,N/A,N/A,0006201,,Programmed,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2009,STP - Rail Hazard Elimination,"$1,539,000","$171,000","$0,000","$0,000","$1,710,000","$1,539,000","$171,000","$0,000","$0,000","$1,710,000"
AR-117F,STP RAILROAD/HIGHWAY HAZARD ELIMINATION LUMP SUM - FY 2010,Regional,2020,GDOT,N/A,N/A,N/A,0006202,,Programmed,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2010,STP - Rail Hazard Elimination,"$1,539,000","$171,000","$0,000","$0,000","$1,710,000","$1,539,000","$171,000","$0,000","$0,000","$1,710,000"
AR-118-2011,STP SAFETY LUMP SUM - FY 2011,Regional,2020,GDOT,N/A,N/A,N/A,0006133,,Programmed,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2011,STP - Safety,"$18,852,750","$2,094,750","$0,000","$0,000","$20,947,500","$18,852,750","$2,094,750","$0,000","$0,000","$20,947,500"
AR-118-2012,STP SAFETY LUMP SUM - FY 2012,Regional,2020,GDOT,N/A,N/A,N/A,0006127,,Programmed,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2012,STP - Safety,"$18,852,750","$2,094,750","$0,000","$0,000","$20,947,500","$18,852,750","$2,094,750","$0,000","$0,000","$20,947,500"
AR-118-2013,STP SAFETY LUMP SUM - FY 2013,Regional,2020,GDOT,N/A,N/A,N/A,0006128,,Programmed,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2013,STP - Safety,"$18,852,750","$2,094,750","$0,000","$0,000","$20,947,500","$18,852,750","$2,094,750","$0,000","$0,000","$20,947,500"
AR-118D,STP SAFETY LUMP SUM - FY 2008,Regional,2010,GDOT,N/A,N/A,N/A,0006130,,Programmed,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2008,STP - Safety,"$11,157,750","$1,239,750","$0,000","$0,000","$12,397,500","$11,157,750","$1,239,750","$0,000","$0,000","$12,397,500"
AR-118E,STP SAFETY LUMP SUM - FY 2009,Regional,2010,GDOT,N/A,N/A,N/A,0006131,,Programmed,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2009,STP - Safety,"$11,542,500","$1,282,500","$0,000","$0,000","$12,825,000","$11,542,500","$1,282,500","$0,000","$0,000","$12,825,000"
AR-118F,STP SAFETY LUMP SUM - FY 2010,Regional,2020,GDOT,N/A,N/A,N/A,0006132,,Programmed,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2010,STP - Safety,"$18,852,750","$2,094,750","$0,000","$0,000","$20,947,500","$18,852,750","$2,094,750","$0,000","$0,000","$20,947,500"
AR-119-2011,STP RIGHT OF WAY PROTECTIVE BUYING LUMP SUM - FY 2011,Regional,2020,GDOT,N/A,N/A,N/A,0006210,,Programmed,Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2011,STP - Statewide Flexible (GDOT),"$855,000","$213,750","$0,000","$0,000","$1,068,750","$855,000","$213,750","$0,000","$0,000","$1,068,750"
AR-119-2012,STP RIGHT OF WAY PROTECTIVE BUYING LUMP SUM - FY 2012,Regional,2020,GDOT,N/A,N/A,N/A,0006204,,Programmed,Other,Exempt from Air Quality Analysis (40 CFR 93),ROW,  ,2012,STP - Statewide Flexible (GDOT),"$855,000","$213,750","$0,000","$0,000","$1,068,750","$855,000","$213,750","$0,000","$0,000","$1,068,750"
AR-119-2013,STP RIGHT OF WAY PROTECTIVE BUYING LUMP SUM - FY 2013,Regional,2020,GDOT,N/A,N/A,N/A,0006205,,Programmed,Other,Exempt from Air Quality Analysis (40 CFR 93),ROW,  ,2013,STP - Statewide Flexible (GDOT),"$855,000","$213,750","$0,000","$0,000","$1,068,750","$855,000","$213,750","$0,000","$0,000","$1,068,750"
AR-119D,STP RIGHT OF WAY PROTECTIVE BUYING LUMP SUM - FY 2008,Regional,2010,GDOT,N/A,N/A,N/A,0006207,,Programmed,Other,Exempt from Air Quality Analysis (40 CFR 93),ROW,AUTH,2008,STP - Statewide Flexible (GDOT),"$5,130,000","$1,282,500","$0,000","$0,000","$6,412,500","$5,130,000","$1,282,500","$0,000","$0,000","$6,412,500"
AR-119E,STP RIGHT OF WAY PROTECTIVE BUYING LUMP SUM - FY 2009,Regional,2010,GDOT,N/A,N/A,N/A,0006208,,Programmed,Other,Exempt from Air Quality Analysis (40 CFR 93),ROW,  ,2009,STP - Statewide Flexible (GDOT),"$855,000","$213,750","$0,000","$0,000","$1,068,750","$855,000","$213,750","$0,000","$0,000","$1,068,750"
AR-119F,STP RIGHT OF WAY PROTECTIVE BUYING LUMP SUM - FY 2010,Regional,2020,GDOT,N/A,N/A,N/A,0006209,,Programmed,Other,Exempt from Air Quality Analysis (40 CFR 93),ROW,  ,2010,STP - Statewide Flexible (GDOT),"$855,000","$213,750","$0,000","$0,000","$1,068,750","$855,000","$213,750","$0,000","$0,000","$1,068,750"
AR-120B,GEORGIA MULTIMODAL PASSENGER TERMINAL (MMPT),City of Atlanta,2020,GDOT,N/A,N/A,N/A,770311-,,Programmed,Transit Facilities,In the Region's Air Quality Conformity Analysis,CST,AUTH,2006,Bus - New (80/20),"$307,648","$76,912","$0,000","$0,000","$384,560","$3,927,826","$981,957","$0,000","$0,000","$4,909,783"
AR-120B,GEORGIA MULTIMODAL PASSENGER TERMINAL (MMPT),City of Atlanta,2020,GDOT,N/A,N/A,N/A,770311-,,Programmed,Transit Facilities,In the Region's Air Quality Conformity Analysis,CST,  ,2009,High Priority Projects from TEA-21,"$286,916","$71,729","$0,000","$0,000","$358,645","$3,927,826","$981,957","$0,000","$0,000","$4,909,783"
AR-120B,GEORGIA MULTIMODAL PASSENGER TERMINAL (MMPT),City of Atlanta,2020,GDOT,N/A,N/A,N/A,770311-,,Programmed,Transit Facilities,In the Region's Air Quality Conformity Analysis,CST,  ,2010,National Highway System,"$3,333,262","$833,316","$0,000","$0,000","$4,166,578","$3,927,826","$981,957","$0,000","$0,000","$4,909,783"
AR-121-2011,NHS INTERCHANGE AND ROADWAY LIGHTING LUMP SUM - FY 2011,Regional,2020,GDOT,N/A,N/A,N/A,0006168,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2011,National Highway System,"$342,000","$85,500","$0,000","$0,000","$427,500","$342,000","$85,500","$0,000","$0,000","$427,500"
AR-121-2012,NHS INTERCHANGE AND ROADWAY LIGHTING LUMP SUM - FY 2012,Regional,2020,GDOT,N/A,N/A,N/A,0006162,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2012,National Highway System,"$342,000","$85,500","$0,000","$0,000","$427,500","$342,000","$85,500","$0,000","$0,000","$427,500"
AR-121-2013,NHS INTERCHANGE AND ROADWAY LIGHTING LUMP SUM - FY 2013,Regional,2020,GDOT,N/A,N/A,N/A,0006163,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2013,National Highway System,"$342,000","$85,500","$0,000","$0,000","$427,500","$342,000","$85,500","$0,000","$0,000","$427,500"
AR-121D,NHS INTERCHANGE AND ROADWAY LIGHTING LUMP SUM - FY 2008,Regional,2010,GDOT,N/A,N/A,N/A,0006165,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2008,National Highway System,"$342,000","$85,500","$0,000","$0,000","$427,500","$342,000","$85,500","$0,000","$0,000","$427,500"
AR-121E,NHS INTERCHANGE AND ROADWAY LIGHTING LUMP SUM - FY 2009,Regional,2010,GDOT,N/A,N/A,N/A,0006166,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2009,National Highway System,"$342,000","$85,500","$0,000","$0,000","$427,500","$342,000","$85,500","$0,000","$0,000","$427,500"
AR-121F,NHS INTERCHANGE AND ROADWAY LIGHTING LUMP SUM - FY 2010,Regional,2020,GDOT,N/A,N/A,N/A,0006167,,Programmed,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2010,National Highway System,"$342,000","$85,500","$0,000","$0,000","$427,500","$342,000","$85,500","$0,000","$0,000","$427,500"
AR-122-2011,STP RAILROAD/HIGHWAY PROTECTION DEVICE LUMP SUM - FY 2011,Regional,2020,GDOT,N/A,N/A,N/A,0006217,,Programmed,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2011,STP - Rail Protective Devices,"$1,539,000","$171,000","$0,000","$0,000","$1,710,000","$1,539,000","$171,000","$0,000","$0,000","$1,710,000"
