ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
AR-118-LR2,STP SAFETY LUMP SUM - FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,STP - Safety,"$188,527,500","$20,947,500","$0,000","$0,000","$209,475,000","$188,527,500","$20,947,500","$0,000","$0,000","$209,475,000"
AR-119-LR1,STP RIGHT OF WAY PROTECTIVE BUYING LUMP SUM - FY 2014-2020,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Long Range,Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2014-2020,STP - Statewide Flexible (GDOT),"$5,985,000","$1,496,250","$0,000","$0,000","$7,481,250","$5,985,000","$1,496,250","$0,000","$0,000","$7,481,250"
AR-119-LR2,STP RIGHT OF WAY PROTECTIVE BUYING LUMP SUM - FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,STP - Statewide Flexible (GDOT),"$8,550,000","$2,137,500","$0,000","$0,000","$10,687,500","$8,550,000","$2,137,500","$0,000","$0,000","$10,687,500"
AR-121-LR1,NHS INTERCHANGE AND ROADWAY LIGHTING LUMP SUM - FY 2014-2020,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Long Range,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2014-2020,National Highway System,"$2,394,000","$598,500","$0,000","$0,000","$2,992,500","$2,394,000","$598,500","$0,000","$0,000","$2,992,500"
AR-121-LR2,NHS INTERCHANGE AND ROADWAY LIGHTING LUMP SUM - FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,National Highway System,"$3,420,000","$855,000","$0,000","$0,000","$4,275,000","$3,420,000","$855,000","$0,000","$0,000","$4,275,000"
AR-122-LR1,STP RAILROAD/HIGHWAY PROTECTION DEVICE LUMP SUM - FY 2014-2020,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Long Range,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2014-2020,STP - Rail Protective Devices,"$10,773,000","$1,197,000","$0,000","$0,000","$11,970,000","$10,773,000","$1,197,000","$0,000","$0,000","$11,970,000"
AR-122-LR2,STP RAILROAD/HIGHWAY PROTECTION DEVICE LUMP SUM - FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,STP - Rail Protective Devices,"$15,390,000","$1,710,000","$0,000","$0,000","$17,100,000","$15,390,000","$1,710,000","$0,000","$0,000","$17,100,000"
AR-124-LR1,STP TRANSPORTATION ENHANCEMENT ACTIVITIES LUMP SUM - FY 2014-2020,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Long Range,Bicycle/Pedestrian Facility,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2014-2020,STP - Enhancements,"$90,972,000","$0,000","$22,743,000","$0,000","$113,715,000","$90,972,000","$0,000","$22,743,000","$0,000","$113,715,000"
AR-124-LR2,STP TRANSPORTATION ENHANCEMENT ACTIVITIES LUMP SUM - FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,Bicycle/Pedestrian Facility,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,STP - Enhancements,"$129,960,000","$0,000","$32,490,000","$0,000","$162,450,000","$129,960,000","$0,000","$32,490,000","$0,000","$162,450,000"
AR-125-LR1,STP RESURFACING AND MAINTENANCE LUMP SUM - FY 2014-2020,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Long Range,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2014-2020,STP - Statewide Flexible (GDOT),"$239,400,000","$59,850,000","$0,000","$0,000","$299,250,000","$239,400,000","$59,850,000","$0,000","$0,000","$299,250,000"
AR-125-LR2,STP RESURFACING AND MAINTENANCE LUMP SUM - FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,STP - Statewide Flexible (GDOT),"$342,000,000","$85,500,000","$0,000","$0,000","$427,500,000","$342,000,000","$85,500,000","$0,000","$0,000","$427,500,000"
AR-126-LR1,IM RESURFACING AND MAINTENANCE LUMP SUM - FY 2014-2020,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Long Range,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2014-2020,Interstate Maintenance,"$188,527,500","$20,947,500","$0,000","$0,000","$209,475,000","$188,527,500","$20,947,500","$0,000","$0,000","$209,475,000"
AR-126-LR2,IM RESURFACING AND MAINTENANCE LUMP SUM - FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,Interstate Maintenance,"$269,325,000","$29,925,000","$0,000","$0,000","$299,250,000","$269,325,000","$29,925,000","$0,000","$0,000","$299,250,000"
AR-339-LR1,PARK AND RIDE LOT LUMP SUM - FY 2014-2020,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Dropped,Transit Facilities,In the Region's Air Quality Conformity Analysis,CST,  ,LR 2014-2020,General Federal Aid - 2014-2030,"$16,000,000","$0,000","$4,000,000","$0,000","$20,000,000","$16,000,000","$0,000","$4,000,000","$0,000","$20,000,000"
AR-339-LR2,PARK AND RIDE LOT LUMP SUM - FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Dropped,Transit Facilities,In the Region's Air Quality Conformity Analysis,CST,  ,LR 2021-2030,General Federal Aid - 2014-2030,"$16,000,000","$0,000","$4,000,000","$0,000","$20,000,000","$16,000,000","$0,000","$4,000,000","$0,000","$20,000,000"
AR-344-LR1,COMMUTER RAIL PROGRAM MANAGEMENT - FY 2014-2020,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Long Range,Transit Operations/Maintenance,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,LR 2014-2020,GA Department of Transportation Funds,"$0,000","$14,000,000","$0,000","$0,000","$14,000,000","$0,000","$14,000,000","$0,000","$0,000","$14,000,000"
AR-344-LR2,COMMUTER RAIL PROGRAM MANAGEMENT - FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,Transit Operations/Maintenance,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,LR 2021-2030,GA Department of Transportation Funds,"$0,000","$20,000,000","$0,000","$0,000","$20,000,000","$0,000","$20,000,000","$0,000","$0,000","$20,000,000"
AR-377-LR1,GEORGIA DEPARTMENT OF NATURAL RESOURCE (DNR) TRAILS LUMP SUM - FY 2014-2020,Regional,2020,Dept. of Natural Resources,N/A,N/A,N/A,N/A,,Long Range,Multi-Use Bike / Ped Facility,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2014-2020,Recreational Trails,"$2,992,500","$748,125","$0,000","$0,000","$3,740,625","$2,992,500","$748,125","$0,000","$0,000","$3,740,625"
AR-377-LR2,GEORGIA DEPARTMENT OF NATURAL RESOURCE (DNR) TRAILS LUMP SUM - FY 2021-2030,Regional,2030,Dept. of Natural Resources,N/A,N/A,N/A,N/A,,Long Range,Multi-Use Bike / Ped Facility,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,Recreational Trails,"$4,275,000","$1,068,750","$0,000","$0,000","$5,343,750","$4,275,000","$1,068,750","$0,000","$0,000","$5,343,750"
AR-379-LR1,STP FORCE ACCOUNT MAINTENANCE ACTIVITIES - FY 2014-2020,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Long Range,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2014-2020,STP - Statewide Flexible (GDOT),"$35,910,000","$8,977,500","$0,000","$0,000","$44,887,500","$35,910,000","$8,977,500","$0,000","$0,000","$44,887,500"
AR-379-LR2,STP FORCE ACCOUNT MAINTENANCE ACTIVITIES - FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,Roadway Maintenance / Operations,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,STP - Statewide Flexible (GDOT),"$51,300,000","$12,825,000","$0,000","$0,000","$64,125,000","$51,300,000","$12,825,000","$0,000","$0,000","$64,125,000"
AR-425-LR1,ITS OPERATIONS AND SUPPORT - FY 2014-2020,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Long Range,ITS-Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2014-2020,General Federal Aid - 2014-2030,"$29,400,000","$7,350,000","$0,000","$0,000","$36,750,000","$29,400,000","$7,350,000","$0,000","$0,000","$36,750,000"
AR-425-LR2,ITS OPERATIONS AND SUPPORT - FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,ITS-Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,General Federal Aid - 2014-2030,"$42,000,000","$10,500,000","$0,000","$0,000","$52,500,000","$42,000,000","$10,500,000","$0,000","$0,000","$52,500,000"
AR-426-LR1,HERO OPERATIONS AND SUPPORT - FY 2014-2020,Regional,2020,GDOT,N/A,N/A,N/A,0006339,,Long Range,ITS-Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2014-2020,General Federal Aid - 2014-2030,"$56,000,000","$14,000,000","$0,000","$0,000","$70,000,000","$56,000,000","$14,000,000","$0,000","$0,000","$70,000,000"
AR-426-LR2,HERO OPERATIONS AND SUPPORT - FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,ITS-Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,General Federal Aid - 2014-2030,"$80,000,000","$20,000,000","$0,000","$0,000","$100,000,000","$80,000,000","$20,000,000","$0,000","$0,000","$100,000,000"
AR-427-LR1,MAINTENANCE OF ATMS EQUIPMENT - FY 2014-2020,Regional,2020,GDOT,N/A,N/A,N/A,0006378,,Long Range,ITS-Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2014-2020,General Federal Aid - 2014-2030,"$50,400,000","$12,600,000","$0,000","$0,000","$63,000,000","$50,400,000","$12,600,000","$0,000","$0,000","$63,000,000"
AR-427-LR2,MAINTENANCE OF ATMS EQUIPMENT- FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,ITS-Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,General Federal Aid - 2014-2030,"$72,000,000","$18,000,000","$0,000","$0,000","$90,000,000","$72,000,000","$18,000,000","$0,000","$0,000","$90,000,000"
AR-428-LR1,REPLACEMENT AND MAINTENANCE OF EDP EQUIPMENT - FY 2014-2020,Regional,2020,GDOT,N/A,N/A,N/A,0006385,,Long Range,ITS-Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2014-2020,General Federal Aid - 2014-2030,"$16,800,000","$4,200,000","$0,000","$0,000","$21,000,000","$16,800,000","$4,200,000","$0,000","$0,000","$21,000,000"
AR-428-LR2,REPLACEMENT AND MAINTENANCE OF EDP EQUIPMENT - FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,ITS-Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,General Federal Aid - 2014-2030,"$24,000,000","$6,000,000","$0,000","$0,000","$30,000,000","$24,000,000","$6,000,000","$0,000","$0,000","$30,000,000"
AR-429-LR1,"REPLACEMENT OF OUTDATED HARDWARE (CMS, VDS, SWITCHES, ETC) - FY 2014-2020",Regional,2020,GDOT,N/A,N/A,N/A,0006393,,Long Range,ITS-Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2014-2020,General Federal Aid - 2014-2030,"$16,800,000","$4,200,000","$0,000","$0,000","$21,000,000","$16,800,000","$4,200,000","$0,000","$0,000","$21,000,000"
AR-429-LR2,"REPLACEMENT OF OUTDATED HARDWARE (CMS, VDS, SWITCHES, ETC) - FY 2021-2030",Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,ITS-Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,General Federal Aid - 2014-2030,"$24,000,000","$6,000,000","$0,000","$0,000","$30,000,000","$24,000,000","$6,000,000","$0,000","$0,000","$30,000,000"
AR-445-LR1,REGIONAL TRAFFIC SIGNAL FULL UPGRADE AND REPAIR - FY 2014-2020,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Long Range,ITS-Smart Corridor,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2014-2020,State Bonds,"$0,000","$0,000","$0,000","$78,400,000","$78,400,000","$0,000","$0,000","$0,000","$78,400,000","$78,400,000"
AR-445-LR2,REGIONAL TRAFFIC SIGNAL FULL UPGRADE AND REPAIR - FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,ITS-Smart Corridor,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,State Bonds,"$0,000","$0,000","$0,000","$112,000,000","$112,000,000","$0,000","$0,000","$0,000","$112,000,000","$112,000,000"
AR-446-LR1,REGIONAL TRAFFIC SIGNAL OPTIMIZATION PROJECT - FY 2014-2020,Regional,2020,GDOT,N/A,N/A,N/A,N/A,,Long Range,ITS-Smart Corridor,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2014-2020,STP - Statewide Flexible (GDOT),"$28,000,000","$7,000,000","$0,000","$0,000","$35,000,000","$28,000,000","$7,000,000","$0,000","$0,000","$35,000,000"
AR-446-LR2,REGIONAL TRAFFIC SIGNAL OPTIMIZATION PROJECT - FY 2021-2030,Regional,2030,GDOT,N/A,N/A,N/A,N/A,,Long Range,ITS-Smart Corridor,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,LR 2021-2030,STP - Statewide Flexible (GDOT),"$40,000,000","$10,000,000","$0,000","$0,000","$50,000,000","$40,000,000","$10,000,000","$0,000","$0,000","$50,000,000"
AR-451A,BELT LINE TRANSPORTATION CORRIDOR - TRANSIT SERVICE IN THE NORTHEAST QUADRANT,City of Atlanta,2020,MARTA,N/A,N/A,5.3,N/A,,Long Range,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,CST,  ,LR 2014-2020,New Starts (50/50),"$123,500,000","$0,000","$123,500,000","$0,000","$247,000,000","$123,500,000","$0,000","$123,500,000","$0,000","$247,000,000"
AR-451B,BELT LINE TRANSPORTATION CORRIDOR - TRANSIT SERVICE IN THE SOUTHEAST QUADRANT,City of Atlanta,2030,MARTA,N/A,N/A,6.5,N/A,,Long Range,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,CST,  ,LR 2021-2030,New Starts (50/50),"$118,000,000","$0,000","$118,000,000","$0,000","$236,000,000","$118,000,000","$0,000","$118,000,000","$0,000","$236,000,000"
AR-451C,BELT LINE TRANSPORTATION CORRIDOR - TRANSIT SERVICE IN THE SOUTHWEST QUADRANT,City of Atlanta,2030,MARTA,N/A,N/A,3.1,N/A,,Long Range,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,CST,  ,LR 2021-2030,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$89,000,000","$0,000","$89,000,000","$0,000","$0,000","$89,000,000","$0,000","$89,000,000"
AR-451D,BELT LINE TRANSPORTATION CORRIDOR - TRANSIT SERVICE IN THE NORTHWEST QUADRANT,City of Atlanta,2030,MARTA,N/A,N/A,6.5,N/A,,Long Range,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,CST,  ,LR 2021-2030,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$266,000,000","$0,000","$266,000,000","$0,000","$0,000","$266,000,000","$0,000","$266,000,000"
AR-456B,PEACHTREE STREETCAR - PHASE 2 NORTH,City of Atlanta,2030,City of Atlanta,N/A,N/A,4.8,N/A,FROM BROOKWOOD STATION TO CLUB DRIVE,Long Range,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,CST,  ,LR 2021-2030,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$84,482,300","$0,000","$84,482,300","$0,000","$0,000","$84,482,300","$0,000","$84,482,300"
AR-456C,PEACHTREE STREETCAR - PHASE 2 SOUTH,City of Atlanta,2030,City of Atlanta,N/A,N/A,4.5,N/A,FROM FORT MCPHERSON TO FIVE POINTS,Long Range,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,CST,  ,LR 2021-2030,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$80,690,000","$0,000","$80,690,000","$0,000","$0,000","$80,690,000","$0,000","$80,690,000"
AR-456D,PEACHTREE STREETCAR - PHASE 4,City of Atlanta,2030,City of Atlanta,N/A,N/A,3.9,N/A,FROM I-85 OVERPASS TO NORTH AVENUE,Delete,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,PE,  ,LR 2021-2030,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000"
AR-456D,PEACHTREE STREETCAR - PHASE 4,City of Atlanta,2030,City of Atlanta,N/A,N/A,3.9,N/A,FROM I-85 OVERPASS TO NORTH AVENUE,Delete,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,ROW,  ,LR 2021-2030,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000"
AR-456D,PEACHTREE STREETCAR - PHASE 4,City of Atlanta,2030,City of Atlanta,N/A,N/A,3.9,N/A,FROM I-85 OVERPASS TO NORTH AVENUE,Delete,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,CST,  ,LR 2021-2030,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000"
AR-456E,PEACHTREE STREETCAR - PHASE 5,City of Atlanta,2030,City of Atlanta,N/A,N/A,2.9,N/A,FROM NORTH AVENUE TO FIVE POINTS MARTA STATION,Delete,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,PE,  ,LR 2021-2030,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000"
AR-456E,PEACHTREE STREETCAR - PHASE 5,City of Atlanta,2030,City of Atlanta,N/A,N/A,2.9,N/A,FROM NORTH AVENUE TO FIVE POINTS MARTA STATION,Delete,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,ROW,  ,LR 2021-2030,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000"
AR-456E,PEACHTREE STREETCAR - PHASE 5,City of Atlanta,2030,City of Atlanta,N/A,N/A,2.9,N/A,FROM NORTH AVENUE TO FIVE POINTS MARTA STATION,Delete,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,CST,  ,LR 2021-2030,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000"
AR-456F,PEACHTREE STREETCAR (DOWNTOWN CIRCULATOR) - PHASE 6,City of Atlanta,2030,City of Atlanta,N/A,N/A,4.7,N/A,FROM GEORGIA AQUARIUM AREA TO AUBURN AVENUE/IRWIN STREET (PROPOSED BELTLINE STATION),Delete,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,PE,  ,LR 2021-2030,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000"
AR-456F,PEACHTREE STREETCAR (DOWNTOWN CIRCULATOR) - PHASE 6,City of Atlanta,2030,City of Atlanta,N/A,N/A,4.7,N/A,FROM GEORGIA AQUARIUM AREA TO AUBURN AVENUE/IRWIN STREET (PROPOSED BELTLINE STATION),Delete,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,ROW,  ,LR 2021-2030,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000"
AR-456F,PEACHTREE STREETCAR (DOWNTOWN CIRCULATOR) - PHASE 6,City of Atlanta,2030,City of Atlanta,N/A,N/A,4.7,N/A,FROM GEORGIA AQUARIUM AREA TO AUBURN AVENUE/IRWIN STREET (PROPOSED BELTLINE STATION),Delete,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,CST,  ,LR 2021-2030,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000"
AR-456G,PEACHTREE STREETCAR - PHASE 7,City of Atlanta,2030,City of Atlanta,N/A,N/A,9.2,N/A,FROM FIVE POINTS MARTA STATION TO FORT MCPHERSON AREA,Delete,Fixed Guideway Transit Capital,In the Region's Air Quality Conformity Analysis,PE,  ,LR 2021-2030,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000","$0,000"
