ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
AR-040-2014,FREIGHT OPERATIONS AND SAFETY PROGRAM - MINIMUM CMAQ FUNDING TARGET - FY 2014,Regional,2016,TBD,N/A,N/A,N/A,0010523,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,Congestion Mitigation and Air Quality,"$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000","$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000"
AR-040-2015,FREIGHT OPERATIONS AND SAFETY PROGRAM - MINIMUM CMAQ FUNDING TARGET - FY 2015,Regional,2016,TBD,N/A,N/A,N/A,0010501,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,Congestion Mitigation and Air Quality,"$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000","$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000"
AR-040-2016,FREIGHT OPERATIONS AND SAFETY PROGRAM - MINIMUM CMAQ FUNDING TARGET - FY 2016,Regional,2020,TBD,N/A,N/A,N/A,0010524,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,Congestion Mitigation and Air Quality,"$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000","$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000"
AR-040-2017,FREIGHT OPERATIONS AND SAFETY PROGRAM - MINIMUM CMAQ FUNDING TARGET - FY 2017,Regional,2020,TBD,N/A,N/A,N/A,0010525,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,Congestion Mitigation and Air Quality,"$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000","$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000"
AR-041-2014,FREIGHT OPERATIONS AND SAFETY PROGRAM - GDOT MINIMUM FUNDING TARGET - FY 2014,Regional,2016,TBD,N/A,N/A,N/A,TBD,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,STP - Statewide Flexible (GDOT),"$5,000,000","$1,250,000","$0,000","$0,000","$6,250,000","$5,000,000","$1,250,000","$0,000","$0,000","$6,250,000"
AR-041-2015,FREIGHT OPERATIONS AND SAFETY PROGRAM - GDOT MINIMUM FUNDING TARGET - FY 2015,Regional,2016,TBD,N/A,N/A,N/A,TBD,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,STP - Statewide Flexible (GDOT),"$5,000,000","$1,250,000","$0,000","$0,000","$6,250,000","$5,000,000","$1,250,000","$0,000","$0,000","$6,250,000"
AR-041-2016,FREIGHT OPERATIONS AND SAFETY PROGRAM - GDOT MINIMUM FUNDING TARGET - FY 2016,Regional,2020,TBD,N/A,N/A,N/A,TBD,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,STP - Statewide Flexible (GDOT),"$5,000,000","$1,250,000","$0,000","$0,000","$6,250,000","$5,000,000","$1,250,000","$0,000","$0,000","$6,250,000"
AR-041-2017,FREIGHT OPERATIONS AND SAFETY PROGRAM - GDOT MINIMUM FUNDING TARGET - FY 2017,Regional,2020,TBD,N/A,N/A,N/A,TBD,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,STP - Statewide Flexible (GDOT),"$5,000,000","$1,250,000","$0,000","$0,000","$6,250,000","$5,000,000","$1,250,000","$0,000","$0,000","$6,250,000"
AR-042-2014,GENERAL PURPOSE ROADWAY OPERATIONS AND SAFETY PROGRAM - MINIMUM STP URBAN FUNDING TARGET - FY 2014,Regional,2016,TBD,N/A,N/A,N/A,0010526,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,STP - Urban (>200K) (ARC),"$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000","$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000"
AR-042-2015,GENERAL PURPOSE ROADWAY OPERATIONS AND SAFETY PROGRAM - MINIMUM STP URBAN FUNDING TARGET - FY 2015,Regional,2016,TBD,N/A,N/A,N/A,0010527,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,STP - Urban (>200K) (ARC),"$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000","$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000"
AR-042-2016,GENERAL PURPOSE ROADWAY OPERATIONS AND SAFETY PROGRAM - MINIMUM STP URBAN FUNDING TARGET - FY 2016,Regional,2020,TBD,N/A,N/A,N/A,0010528,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,STP - Urban (>200K) (ARC),"$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000","$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000"
AR-042-2017,GENERAL PURPOSE ROADWAY OPERATIONS AND SAFETY PROGRAM - MINIMUM STP URBAN FUNDING TARGET - FY 2017,Regional,2020,TBD,N/A,N/A,N/A,0010529,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,STP - Urban (>200K) (ARC),"$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000","$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000"
AR-045-2014,LAST MILE CONNECTIVITY PROGRAM - MINIMUM STP URBAN FUNDING TARGET - FY 2014,Regional,2016,TBD,N/A,N/A,N/A,0010530,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,STP - Urban (>200K) (ARC),"$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000","$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000"
AR-045-2015,LAST MILE CONNECTIVITY PROGRAM - MINIMUM STP URBAN FUNDING TARGET - FY 2015,Regional,2016,TBD,N/A,N/A,N/A,0010531,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,STP - Urban (>200K) (ARC),"$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000","$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000"
AR-045-2016,LAST MILE CONNECTIVITY PROGRAM - MINIMUM STP URBAN FUNDING TARGET - FY 2016,Regional,2020,TBD,N/A,N/A,N/A,0010532,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,STP - Urban (>200K) (ARC),"$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000","$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000"
AR-045-2017,LAST MILE CONNECTIVITY PROGRAM - MINIMUM STP URBAN FUNDING TARGET - FY 2017,Regional,2020,TBD,N/A,N/A,N/A,0010533,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,STP - Urban (>200K) (ARC),"$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000","$10,000,000","$0,000","$2,500,000","$0,000","$12,500,000"
AR-050-2014,"ADDITIONAL STP URBAN FUNDING SUPPORT FOR TIP PROGRAMS, COST INCREASES AND CONTINGENCY - FY 2014",Regional,2016,TBD,N/A,N/A,N/A,0010535,,Programmed,Other / Miscellaneous,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,STP - Urban (>200K) (ARC),"$32,000,000","$0,000","$8,000,000","$0,000","$40,000,000","$32,000,000","$0,000","$8,000,000","$0,000","$40,000,000"
AR-050-2015,"ADDITIONAL STP URBAN FUNDING SUPPORT FOR TIP PROGRAMS, COST INCREASES AND CONTINGENCY - FY 2015",Regional,2016,TBD,N/A,N/A,N/A,0010536,,Programmed,Other / Miscellaneous,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,STP - Urban (>200K) (ARC),"$4,000,000","$0,000","$1,000,000","$0,000","$5,000,000","$4,000,000","$0,000","$1,000,000","$0,000","$5,000,000"
AR-050-2016,"ADDITIONAL STP URBAN FUNDING SUPPORT FOR TIP PROGRAMS, COST INCREASES AND CONTINGENCY - FY 2016",Regional,2020,TBD,N/A,N/A,N/A,0010537,,Programmed,Other / Miscellaneous,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,STP - Urban (>200K) (ARC),"$6,000,000","$0,000","$1,500,000","$0,000","$7,500,000","$6,000,000","$0,000","$1,500,000","$0,000","$7,500,000"
AR-050-2017,"ADDITIONAL STP URBAN FUNDING SUPPORT FOR TIP PROGRAMS, COST INCREASES AND CONTINGENCY - FY 2017",Regional,2020,TBD,N/A,N/A,N/A,0010538,,Programmed,Other / Miscellaneous,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,STP - Urban (>200K) (ARC),"$36,000,000","$0,000","$9,000,000","$0,000","$45,000,000","$36,000,000","$0,000","$9,000,000","$0,000","$45,000,000"
AR-051-2013,"ADDITIONAL CMAQ FUNDING SUPPORT FOR TIP PROGRAMS, COST INCREASES AND CONTINGENCY - FY 2013",Regional,2016,TBD,N/A,N/A,N/A,0010547,,Programmed,Other / Miscellaneous,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2013,Congestion Mitigation and Air Quality,"$6,000,000","$0,000","$1,500,000","$0,000","$7,500,000","$6,000,000","$0,000","$1,500,000","$0,000","$7,500,000"
AR-051-2014,"ADDITIONAL CMAQ FUNDING SUPPORT FOR TIP PROGRAMS, COST INCREASES AND CONTINGENCY - FY 2014",Regional,2016,TBD,N/A,N/A,N/A,0010548,,Programmed,Other / Miscellaneous,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,Congestion Mitigation and Air Quality,"$6,000,000","$0,000","$1,500,000","$0,000","$7,500,000","$6,000,000","$0,000","$1,500,000","$0,000","$7,500,000"
AR-051-2015,"ADDITIONAL CMAQ FUNDING SUPPORT FOR TIP PROGRAMS, COST INCREASES AND CONTINGENCY - FY 2015",Regional,2016,TBD,N/A,N/A,N/A,0010549,,Programmed,Other / Miscellaneous,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,Congestion Mitigation and Air Quality,"$9,000,000","$0,000","$2,250,000","$0,000","$11,250,000","$9,000,000","$0,000","$2,250,000","$0,000","$11,250,000"
AR-051-2017,"ADDITIONAL CMAQ FUNDING SUPPORT FOR TIP PROGRAMS, COST INCREASES AND CONTINGENCY - FY 2017",Regional,2020,TBD,N/A,N/A,N/A,0010550,,Programmed,Other / Miscellaneous,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,Congestion Mitigation and Air Quality,"$9,000,000","$0,000","$2,250,000","$0,000","$11,250,000","$9,000,000","$0,000","$2,250,000","$0,000","$11,250,000"
AR-070-2012,STP TRANSPORTATION ENHANCEMENT ACTIVITIES PROGRAM - FY 2012,Regional,2016,GDOT,N/A,N/A,N/A,0006120,,Completed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2012,STP - Enhancements,"$8,892,000","$0,000","$2,223,000","$0,000","$11,115,000","$8,892,000","$0,000","$2,223,000","$0,000","$11,115,000"
AR-070-2013,STP TRANSPORTATION ENHANCEMENT ACTIVITIES PROGRAM - FY 2013,Regional,2016,GDOT,N/A,N/A,N/A,0006121,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2013,STP - Enhancements,"$8,892,000","$0,000","$2,223,000","$0,000","$11,115,000","$8,892,000","$0,000","$2,223,000","$0,000","$11,115,000"
AR-070-2014,STP TRANSPORTATION ENHANCEMENT ACTIVITIES PROGRAM - FY 2014,Regional,2016,GDOT,N/A,N/A,N/A,0006122,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,STP - Enhancements,"$8,892,000","$0,000","$2,223,000","$0,000","$11,115,000","$8,892,000","$0,000","$2,223,000","$0,000","$11,115,000"
AR-070-2015,STP TRANSPORTATION ENHANCEMENT ACTIVITIES PROGRAM - FY 2015,Regional,2016,GDOT,N/A,N/A,N/A,0006123,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,STP - Enhancements,"$8,892,000","$0,000","$2,223,000","$0,000","$11,115,000","$8,892,000","$0,000","$2,223,000","$0,000","$11,115,000"
AR-070-2016,STP TRANSPORTATION ENHANCEMENT ACTIVITIES PROGRAM - FY 2016,Regional,2020,GDOT,N/A,N/A,N/A,0009738,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,STP - Enhancements,"$8,892,000","$0,000","$2,223,000","$0,000","$11,115,000","$8,892,000","$0,000","$2,223,000","$0,000","$11,115,000"
AR-070-2017,STP TRANSPORTATION ENHANCEMENT ACTIVITIES PROGRAM - FY 2017,Regional,2020,GDOT,N/A,N/A,N/A,0009739,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,STP - Enhancements,"$8,892,000","$0,000","$2,223,000","$0,000","$11,115,000","$8,892,000","$0,000","$2,223,000","$0,000","$11,115,000"
AR-071-2012,GEORGIA DEPARTMENT OF NATURAL RESOURCE (DNR) TRAILS PROGRAM - FY 2012,Regional,2016,Dept. of Natural Resources,N/A,N/A,N/A,0007509,,Completed,Last Mile Connectivity / Sidepaths and Trails,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2012,Recreational Trails,"$427,200","$106,800","$0,000","$0,000","$534,000","$427,200","$106,800","$0,000","$0,000","$534,000"
AR-071-2013,GEORGIA DEPARTMENT OF NATURAL RESOURCE (DNR) TRAILS PROGRAM - FY 2013,Regional,2016,Dept. of Natural Resources,N/A,N/A,N/A,0007503,,Programmed,Last Mile Connectivity / Sidepaths and Trails,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2013,Recreational Trails,"$427,200","$106,800","$0,000","$0,000","$534,000","$427,200","$106,800","$0,000","$0,000","$534,000"
AR-071-2014,GEORGIA DEPARTMENT OF NATURAL RESOURCE (DNR) TRAILS PROGRAM - FY 2014,Regional,2016,Dept. of Natural Resources,N/A,N/A,N/A,0007504,,Programmed,Last Mile Connectivity / Sidepaths and Trails,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,Recreational Trails,"$427,200","$106,800","$0,000","$0,000","$534,000","$427,200","$106,800","$0,000","$0,000","$534,000"
AR-071-2015,GEORGIA DEPARTMENT OF NATURAL RESOURCE (DNR) TRAILS PROGRAM - FY 2015,Regional,2016,Dept. of Natural Resources,N/A,N/A,N/A,0007505,,Programmed,Last Mile Connectivity / Sidepaths and Trails,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,Recreational Trails,"$427,200","$106,800","$0,000","$0,000","$534,000","$427,200","$106,800","$0,000","$0,000","$534,000"
AR-071-2016,GEORGIA DEPARTMENT OF NATURAL RESOURCE (DNR) TRAILS PROGRAM - FY 2016,Regional,2020,Dept. of Natural Resources,N/A,N/A,N/A,0007507,,Programmed,Last Mile Connectivity / Sidepaths and Trails,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,Recreational Trails,"$427,500","$106,875","$0,000","$0,000","$534,375","$427,500","$106,875","$0,000","$0,000","$534,375"
AR-071-2017,GEORGIA DEPARTMENT OF NATURAL RESOURCE (DNR) TRAILS PROGRAM - FY 2017,Regional,2020,Dept. of Natural Resources,N/A,N/A,N/A,0009794,,Programmed,Last Mile Connectivity / Sidepaths and Trails,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,Recreational Trails,"$427,500","$106,875","$0,000","$0,000","$534,375","$427,500","$106,875","$0,000","$0,000","$534,375"
