ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
AR-004-2016,COUNTY COMPREHENSIVE TRANSPORTATION PLAN (CTP) ASSISTANCE PROGRAM - FY 2016,Regional,2020,ARC,N/A,N/A,N/A,0010466,,Programmed,Other / Planning,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2016,STP - Urban (>200K) (ARC) ,1750000,0,437500,0,2187500,1750000,0,437500,0,2187500
AR-004-2017,COUNTY COMPREHENSIVE TRANSPORTATION PLAN (CTP) ASSISTANCE PROGRAM - FY 2017,Regional,2020,ARC,N/A,N/A,N/A,0010467,,Programmed,Other / Planning,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2017,STP - Urban (>200K) (ARC) ,1500000,0,375000,0,1875000,1500000,0,375000,0,1875000
AR-005-2014,MULTIMODAL CORRIDOR SCOPING AND CONCEPT DESIGN STUDIES PROGRAM - FY 2014,Regional,2015,TBD,N/A,N/A,N/A,0008735,,Programmed,Other / Planning,Exempt from Air Quality Analysis (40 CFR 93),SCP,  ,2014,STP - Urban (>200K) (ARC) ,4000000,0,1000000,0,5000000,4000000,0,1000000,0,5000000
AR-005-2016,MULTIMODAL CORRIDOR SCOPING AND CONCEPT DESIGN STUDIES PROGRAM - FY 2016,Regional,2020,TBD,N/A,N/A,N/A,0010546,,Programmed,Other / Planning,Exempt from Air Quality Analysis (40 CFR 93),SCP,  ,2016,STP - Urban (>200K) (ARC) ,4000000,0,1000000,0,5000000,4000000,0,1000000,0,5000000
AR-010-2014,TRANSPORTATION DEMAND MANAGEMENT (TDM) EMPLOYER SERVICES PROGRAM - FY 2014,Regional,2015,TBD,N/A,N/A,N/A,0010934,,Completed,Other / TDM & Air Quality,Exempt from Air Quality Analysis (40 CFR 93),PE,AUTH,2014,Congestion Mitigation & Air Quality Improvement (CMAQ),3200000,0,800000,0,4000000,3200000,0,800000,0,4000000
AR-010-2016,TRANSPORTATION DEMAND MANAGEMENT (TDM) EMPLOYER SERVICES PROGRAM - FY 2016,Regional,2020,TBD,N/A,N/A,N/A,0010935,,Programmed,Other / TDM & Air Quality,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2016,Congestion Mitigation & Air Quality Improvement (CMAQ),3200000,0,800000,0,4000000,3200000,0,800000,0,4000000
AR-011-2016,RIDESHARING AND REGIONAL TRANSPORTATION DEMAND MANAGEMENT (TDM) PROGRAMS - FY 2016-2018,Regional,2020,TBD,N/A,N/A,N/A,0010500,,Programmed,Other / TDM & Air Quality,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2016,Congestion Mitigation/Air Quality (100%),6150000,0,0,0,6150000,6150000,0,0,0,6150000
AR-023D,PIEDMONT ROAD-ROSWELL ROAD BUS RAPID TRANSIT ENVIRONMENTAL ASSESSMENT,Regional - Central,2015,ARC,N/A,N/A,N/A,0010933,,Programmed,Other / Planning,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2014,STP - Urban (>200K) (ARC) ,220000,0,55000,0,275000,220000,0,55000,0,275000
AR-040-2014,FREIGHT OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2014,Regional,2015,TBD,N/A,N/A,N/A,0010523,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,STP - Urban (>200K) (ARC) ,1000000,0,250000,0,1250000,1000000,0,250000,0,1250000
AR-040-2014,FREIGHT OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2014,Regional,2015,TBD,N/A,N/A,N/A,0010523,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,Congestion Mitigation & Air Quality Improvement (CMAQ),0,0,0,0,0,1000000,0,250000,0,1250000
AR-040-2015,FREIGHT OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2015,Regional,2020,TBD,N/A,N/A,N/A,0010501,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,STP - Urban (>200K) (ARC) ,0,0,0,0,0,3000000,0,750000,0,3750000
AR-040-2015,FREIGHT OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2015,Regional,2020,TBD,N/A,N/A,N/A,0010501,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,Congestion Mitigation & Air Quality Improvement (CMAQ),3000000,0,750000,0,3750000,3000000,0,750000,0,3750000
AR-040-2016,FREIGHT OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2016,Regional,2020,TBD,N/A,N/A,N/A,0010524,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,STP - Urban (>200K) (ARC) ,2500000,0,625000,0,3125000,6500000,0,1625000,0,8125000
AR-040-2016,FREIGHT OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2016,Regional,2020,TBD,N/A,N/A,N/A,0010524,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,Congestion Mitigation & Air Quality Improvement (CMAQ),4000000,0,1000000,0,5000000,6500000,0,1625000,0,8125000
AR-040-2017,FREIGHT OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2017,Regional,2020,TBD,N/A,N/A,N/A,0010525,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,STP - Urban (>200K) (ARC) ,4000000,0,1000000,0,5000000,18000000,0,4500000,0,22500000
AR-040-2017,FREIGHT OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2017,Regional,2020,TBD,N/A,N/A,N/A,0010525,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,Congestion Mitigation & Air Quality Improvement (CMAQ),14000000,0,3500000,0,17500000,18000000,0,4500000,0,22500000
AR-042-2014,GENERAL PURPOSE ROADWAY OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2014,Regional,2015,TBD,N/A,N/A,N/A,0010526,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,STP - Urban (>200K) (ARC) ,1000000,0,250000,0,1250000,1000000,0,250000,0,1250000
AR-042-2014,GENERAL PURPOSE ROADWAY OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2014,Regional,2015,TBD,N/A,N/A,N/A,0010526,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,Congestion Mitigation & Air Quality Improvement (CMAQ),0,0,0,0,0,1000000,0,250000,0,1250000
AR-042-2015,GENERAL PURPOSE ROADWAY OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2015,Regional,2020,TBD,N/A,N/A,N/A,0010527,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,STP - Urban (>200K) (ARC) ,0,0,0,0,0,3000000,0,750000,0,3750000
AR-042-2015,GENERAL PURPOSE ROADWAY OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2015,Regional,2020,TBD,N/A,N/A,N/A,0010527,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,Congestion Mitigation & Air Quality Improvement (CMAQ),3000000,0,750000,0,3750000,3000000,0,750000,0,3750000
AR-042-2016,GENERAL PURPOSE ROADWAY OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2016,Regional,2020,TBD,N/A,N/A,N/A,0010528,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,STP - Urban (>200K) (ARC) ,2500000,0,625000,0,3125000,6500000,0,1625000,0,8125000
AR-042-2016,GENERAL PURPOSE ROADWAY OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2016,Regional,2020,TBD,N/A,N/A,N/A,0010528,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,Congestion Mitigation & Air Quality Improvement (CMAQ),4000000,0,1000000,0,5000000,6500000,0,1625000,0,8125000
AR-042-2017,GENERAL PURPOSE ROADWAY OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2017,Regional,2020,TBD,N/A,N/A,N/A,0010529,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,STP - Urban (>200K) (ARC) ,4000000,0,1000000,0,5000000,18000000,0,4500000,0,22500000
AR-042-2017,GENERAL PURPOSE ROADWAY OPERATIONS AND SAFETY PROGRAM - MINIMUM FUNDING TARGET - FY 2017,Regional,2020,TBD,N/A,N/A,N/A,0010529,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,Congestion Mitigation & Air Quality Improvement (CMAQ),14000000,0,3500000,0,17500000,18000000,0,4500000,0,22500000
AR-045-2014,LAST MILE CONNECTIVITY PROGRAM - MINIMUM FUNDING TARGET - FY 2014,Regional,2015,TBD,N/A,N/A,N/A,0010530,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,STP - Urban (>200K) (ARC) ,1000000,0,250000,0,1250000,1000000,0,250000,0,1250000
AR-045-2014,LAST MILE CONNECTIVITY PROGRAM - MINIMUM FUNDING TARGET - FY 2014,Regional,2015,TBD,N/A,N/A,N/A,0010530,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,Congestion Mitigation & Air Quality Improvement (CMAQ),0,0,0,0,0,1000000,0,250000,0,1250000
AR-045-2015,LAST MILE CONNECTIVITY PROGRAM - MINIMUM FUNDING TARGET - FY 2015,Regional,2020,TBD,N/A,N/A,N/A,0010531,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,STP - Urban (>200K) (ARC) ,0,0,0,0,0,3000000,0,750000,0,3750000
AR-045-2015,LAST MILE CONNECTIVITY PROGRAM - MINIMUM FUNDING TARGET - FY 2015,Regional,2020,TBD,N/A,N/A,N/A,0010531,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,Congestion Mitigation & Air Quality Improvement (CMAQ),3000000,0,750000,0,3750000,3000000,0,750000,0,3750000
AR-045-2016,LAST MILE CONNECTIVITY PROGRAM - MINIMUM FUNDING TARGET - FY 2016,Regional,2020,TBD,N/A,N/A,N/A,0010532,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,STP - Urban (>200K) (ARC) ,2500000,0,625000,0,3125000,6500000,0,1625000,0,8125000
AR-045-2016,LAST MILE CONNECTIVITY PROGRAM - MINIMUM FUNDING TARGET - FY 2016,Regional,2020,TBD,N/A,N/A,N/A,0010532,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,Congestion Mitigation & Air Quality Improvement (CMAQ),4000000,0,1000000,0,5000000,6500000,0,1625000,0,8125000
AR-045-2017,LAST MILE CONNECTIVITY PROGRAM - MINIMUM FUNDING TARGET - FY 2017,Regional,2020,TBD,N/A,N/A,N/A,0010533,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,STP - Urban (>200K) (ARC) ,4000000,0,1000000,0,5000000,18000000,0,4500000,0,22500000
AR-045-2017,LAST MILE CONNECTIVITY PROGRAM - MINIMUM FUNDING TARGET - FY 2017,Regional,2020,TBD,N/A,N/A,N/A,0010533,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,Congestion Mitigation & Air Quality Improvement (CMAQ),14000000,0,3500000,0,17500000,18000000,0,4500000,0,22500000
AR-046-CO,TRANSIT SYSTEM CAPITAL AND PREVENTIVE MAINTENANCE PROGRAM - CCT FY 2014 ALLOCATION,Regional,2015,Cobb County,N/A,N/A,N/A,TBD,,Programmed,Transit / Facilities Capital,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,STP - Urban (>200K) (ARC) ,5000000,0,1250000,0,6250000,5000000,0,1250000,0,6250000
AR-046-M,TRANSIT SYSTEM CAPITAL AND PREVENTIVE MAINTENANCE PROGRAM - MARTA FY 2014 ALLOCATION,Regional,2015,MARTA,N/A,N/A,N/A,TBD,,Programmed,Transit / Facilities Capital,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,STP - Urban (>200K) (ARC) ,10000000,0,2500000,0,12500000,10000000,0,2500000,0,12500000
AR-070-2014,STP TRANSPORTATION ENHANCEMENT ACTIVITIES PROGRAM - FY 2014,Regional,2015,GDOT,N/A,N/A,N/A,0006122,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,STP - Enhancements,8892000,0,2223000,0,11115000,8892000,0,2223000,0,11115000
AR-070-2015,STP TRANSPORTATION ENHANCEMENT ACTIVITIES PROGRAM - FY 2015,Regional,2020,GDOT,N/A,N/A,N/A,0006123,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,STP - Enhancements,8892000,0,2223000,0,11115000,8892000,0,2223000,0,11115000
AR-070-2016,STP TRANSPORTATION ENHANCEMENT ACTIVITIES PROGRAM - FY 2016,Regional,2020,GDOT,N/A,N/A,N/A,0009738,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,STP - Enhancements,8892000,0,2223000,0,11115000,8892000,0,2223000,0,11115000
AR-070-2017,STP TRANSPORTATION ENHANCEMENT ACTIVITIES PROGRAM - FY 2017,Regional,2020,GDOT,N/A,N/A,N/A,0009739,,Programmed,Last Mile Connectivity / Joint Bike-Ped Facilities,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,STP - Enhancements,8892000,0,2223000,0,11115000,8892000,0,2223000,0,11115000
AR-071-2014,GEORGIA DEPARTMENT OF NATURAL RESOURCE (DNR) TRAILS PROGRAM - FY 2014,Regional,2015,Dept. of Natural Resources,N/A,N/A,N/A,0007504,,Programmed,Last Mile Connectivity / Sidepaths and Trails,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,Recreational Trails Program,427200,106800,0,0,534000,427200,106800,0,0,534000
AR-071-2015,GEORGIA DEPARTMENT OF NATURAL RESOURCE (DNR) TRAILS PROGRAM - FY 2015,Regional,2020,Dept. of Natural Resources,N/A,N/A,N/A,0007505,,Programmed,Last Mile Connectivity / Sidepaths and Trails,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,Recreational Trails Program,427200,106800,0,0,534000,427200,106800,0,0,534000
AR-071-2016,GEORGIA DEPARTMENT OF NATURAL RESOURCE (DNR) TRAILS PROGRAM - FY 2016,Regional,2020,Dept. of Natural Resources,N/A,N/A,N/A,0007507,,Programmed,Last Mile Connectivity / Sidepaths and Trails,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,Recreational Trails Program,427500,106875,0,0,534375,427500,106875,0,0,534375
AR-071-2017,GEORGIA DEPARTMENT OF NATURAL RESOURCE (DNR) TRAILS PROGRAM - FY 2017,Regional,2020,Dept. of Natural Resources,N/A,N/A,N/A,0009794,,Programmed,Last Mile Connectivity / Sidepaths and Trails,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,Recreational Trails Program,427500,106875,0,0,534375,427500,106875,0,0,534375
AR-072-2014,TOWING AND RECOVERY INCENTIVE PROGRAM - FY 2014,Regional,2015,GDOT,N/A,N/A,N/A,0009206,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,Congestion Mitigation & Air Quality Improvement (CMAQ),304000,76000,0,0,380000,304000,76000,0,0,380000
AR-072-2015,TOWING AND RECOVERY INCENTIVE PROGRAM - FY 2015,Regional,2020,GDOT,N/A,N/A,N/A,0010502,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,Congestion Mitigation & Air Quality Improvement (CMAQ),400000,100000,0,0,500000,400000,100000,0,0,500000
AR-072-2016,TOWING AND RECOVERY INCENTIVE PROGRAM - FY 2016,Regional,2020,GDOT,N/A,N/A,N/A,0010503,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,Congestion Mitigation & Air Quality Improvement (CMAQ),400000,100000,0,0,500000,400000,100000,0,0,500000
AR-072-2017,TOWING AND RECOVERY INCENTIVE PROGRAM - FY 2017,Regional,2020,GDOT,N/A,N/A,N/A,0010504,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,Congestion Mitigation & Air Quality Improvement (CMAQ),400000,100000,0,0,500000,400000,100000,0,0,500000
AR-073-2014,OVERSIGHT SERVICES FOR STP URBAN AND CMAQ FUNDED PROJECTS - FY 2014,Regional,2015,GDOT,N/A,N/A,N/A,0010506,,Completed,Other / Miscellaneous,Exempt from Air Quality Analysis (40 CFR 93),PE,AUTH,2014,STP - Urban (>200K) (ARC) ,500000,125000,0,0,625000,500000,125000,0,0,625000
AR-073-2015,OVERSIGHT SERVICES FOR STP URBAN AND CMAQ FUNDED PROJECTS - FY 2015,Regional,2020,GDOT,N/A,N/A,N/A,0010507,,Programmed,Other / Miscellaneous,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2015,STP - Urban (>200K) (ARC) ,500000,125000,0,0,625000,500000,125000,0,0,625000
AR-073-2016,OVERSIGHT SERVICES FOR STP URBAN AND CMAQ FUNDED PROJECTS - FY 2016,Regional,2020,GDOT,N/A,N/A,N/A,0010508,,Programmed,Other / Miscellaneous,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2016,STP - Urban (>200K) (ARC) ,500000,125000,0,0,625000,500000,125000,0,0,625000
AR-073-2017,OVERSIGHT SERVICES FOR STP URBAN AND CMAQ FUNDED PROJECTS - FY 2017,Regional,2020,GDOT,N/A,N/A,N/A,0010509,,Programmed,Other / Miscellaneous,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2017,STP - Urban (>200K) (ARC) ,500000,125000,0,0,625000,500000,125000,0,0,625000
AR-074-2014,PRIORITIZED REGIONWIDE SIGNAL UPGRADE PROGRAM - FY 2014,Regional,2020,GDOT,N/A,N/A,N/A,0012581,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,Congestion Mitigation & Air Quality Improvement (CMAQ),4080000,1020000,0,0,5100000,4080000,1020000,0,0,5100000
AR-074-2015,PRIORITIZED REGIONWIDE SIGNAL UPGRADE PROGRAM - FY 2015,Regional,2020,GDOT,N/A,N/A,N/A,0012582,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,Congestion Mitigation & Air Quality Improvement (CMAQ),10440000,2610000,0,0,13050000,10440000,2610000,0,0,13050000
AR-074-2016,PRIORITIZED REGIONWIDE SIGNAL UPGRADE PROGRAM - FY 2016,Regional,2020,GDOT,N/A,N/A,N/A,0012583,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,Congestion Mitigation & Air Quality Improvement (CMAQ),9600000,2400000,0,0,12000000,9600000,2400000,0,0,12000000
AR-075B,PRIORITIZED REGIONWIDE SIGNAL RETIMING PROGRAM - PHASE 2,Regional,2020,GDOT,N/A,N/A,N/A,0012585,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,STP - Urban (>200K) (ARC) ,4000000,1000000,0,0,5000000,4000000,1000000,0,0,5000000
AR-100-2014,GDOT ITS OPERATIONS AND SUPPORT PROGRAM - FY 2014,Regional,2015,GDOT,N/A,N/A,N/A,0007698,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,National Highway Performance Program (NHPP),5600000,1400000,0,0,7000000,5600000,1400000,0,0,7000000
AR-100-2015,GDOT ITS OPERATIONS AND SUPPORT PROGRAM - FY 2015,Regional,2020,GDOT,N/A,N/A,N/A,0007699,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,National Highway Performance Program (NHPP),5600000,1400000,0,0,7000000,5600000,1400000,0,0,7000000
AR-100-2016,GDOT ITS OPERATIONS AND SUPPORT PROGRAM - FY 2016,Regional,2020,GDOT,N/A,N/A,N/A,0007700,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,National Highway Performance Program (NHPP),4000000,1000000,0,0,5000000,4000000,1000000,0,0,5000000
AR-100-2017,GDOT ITS OPERATIONS AND SUPPORT PROGRAM - FY 2017,Regional,2020,GDOT,N/A,N/A,N/A,0007701,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,National Highway Performance Program (NHPP),4000000,1000000,0,0,5000000,4000000,1000000,0,0,5000000
AR-101-2015,INCIDENT MANAGEMENT AND SUPPORT PROGRAM STATEWIDE - FY 2015,Regional,2020,GDOT,N/A,N/A,N/A,0007717,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,National Highway Performance Program (NHPP),8000000,2000000,0,0,10000000,8000000,2000000,0,0,10000000
AR-101-2016,INCIDENT MANAGEMENT AND SUPPORT PROGRAM STATEWIDE - FY 2016,Regional,2020,GDOT,N/A,N/A,N/A,0007718,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,National Highway Performance Program (NHPP),6400000,1600000,0,0,8000000,6400000,1600000,0,0,8000000
AR-101-2017,INCIDENT MANAGEMENT AND SUPPORT PROGRAM STATEWIDE - FY 2017,Regional,2020,GDOT,N/A,N/A,N/A,0007719,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2017,National Highway Performance Program (NHPP),6400000,1600000,0,0,8000000,6400000,1600000,0,0,8000000
AR-102-2014,GDOT MAINTENANCE OF ATMS EQUIPMENT PROGRAM - FY 2014,Regional,2015,GDOT,N/A,N/A,N/A,0007734,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2014,National Highway Performance Program (NHPP),2800000,700000,0,0,3500000,2800000,700000,0,0,3500000
AR-102-2015,GDOT MAINTENANCE OF ATMS EQUIPMENT PROGRAM - FY 2015,Regional,2020,GDOT,N/A,N/A,N/A,0007735,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2015,National Highway Performance Program (NHPP),7200000,1800000,0,0,9000000,7200000,1800000,0,0,9000000
AR-102-2016,GDOT MAINTENANCE OF ATMS EQUIPMENT PROGRAM - FY 2016,Regional,2020,GDOT,N/A,N/A,N/A,0007736,,Programmed,Roadway / Operations & Safety,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2016,National Highway Performance Program (NHPP),4000000,1000000,0,0,5000000,4000000,1000000,0,0,5000000
